"geo_id","city","cases","population","rate"
"610345","Campbell","1958","42470","4610"
"617610","Cupertino","836","60614","1379"
"629504","Gilroy","7414","55525","13353"
"643280","Los Altos","648","30588","2118"
"643294","Los Altos Hills","219","8517","2571"
"644112","Los Gatos","1146","30922","3706"
"647766","Milpitas","3443","77457","4445"
"648956","Monte Sereno","86","3492","2463"
"649278","Morgan Hill","3494","43876","7963"
"649670","Mountain View","2904","80993","3585"
"0","Other/Unknown","4197","0",
"655282","Palo Alto","1423","67019","2123"
"668000","San Jose","75080","1026658","7313"
"669084","Santa Clara","5182","126209","4106"
"670280","Saratoga","608","30886","1969"
"677000","Sunnyvale","5291","152323","3474"
