"geo_id","city","cases","population","rate"
"610345","Campbell","464","42470","1093"
"617610","Cupertino","159","60614","262"
"629504","Gilroy","1816","55525","3271"
"643280","Los Altos","147","30588","481"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","220","30922","711"
"647766","Milpitas","697","77457","900"
"648956","Monte Sereno","23","3492","659"
"649278","Morgan Hill","738","43876","1682"
"649670","Mountain View","694","80993","857"
"0","Other/Unknown","1030","0",
"655282","Palo Alto","349","67019","521"
"668000","San Jose","17226","1026658","1678"
"669084","Santa Clara","1234","126209","978"
"670280","Saratoga","152","30886","492"
"677000","Sunnyvale","1145","152323","752"
