"geo_id","city","cases","population","rate"
"610345","Campbell","8814","42470","20753"
"617610","Cupertino","7268","60614","11991"
"629504","Gilroy","18998","55525","34215"
"643280","Los Altos","4310","30588","14090"
"643294","Los Altos Hills","1087","8517","12763"
"644112","Los Gatos","6074","30922","19643"
"647766","Milpitas","14918","77457","19260"
"648956","Monte Sereno","256","3492","7331"
"649278","Morgan Hill","12410","43876","28284"
"649670","Mountain View","12314","80993","15204"
"0","Other/Unknown","20971","0",
"655282","Palo Alto","9474","67019","14136"
"668000","San Jose","254930","1026658","24831"
"669084","Santa Clara","24026","126209","19037"
"670280","Saratoga","3952","30886","12795"
"677000","Sunnyvale","23713","152323","15568"
