"geo_id","city","cases","population","rate"
"610345","Campbell","369","42470","869"
"617610","Cupertino","135","60614","223"
"629504","Gilroy","1602","55525","2885"
"643280","Los Altos","124","30588","405"
"643294","Los Altos Hills","36","8517","423"
"644112","Los Gatos","184","30922","595"
"647766","Milpitas","587","77457","758"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","636","43876","1450"
"649670","Mountain View","612","80993","756"
"0","Other/Unknown","888","0",
"655282","Palo Alto","307","67019","458"
"668000","San Jose","14761","1026658","1438"
"669084","Santa Clara","1046","126209","829"
"670280","Saratoga","117","30886","379"
"677000","Sunnyvale","996","152323","654"
