"geo_id","city","cases","population","rate"
"610345","Campbell","353","42470","831"
"617610","Cupertino","117","60614","193"
"629504","Gilroy","1522","55525","2741"
"643280","Los Altos","121","30588","396"
"643294","Los Altos Hills","33","8517","387"
"644112","Los Gatos","171","30922","553"
"647766","Milpitas","541","77457","698"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","609","43876","1388"
"649670","Mountain View","566","80993","699"
"0","Other/Unknown","830","0",
"655282","Palo Alto","295","67019","440"
"668000","San Jose","13831","1026658","1347"
"669084","Santa Clara","966","126209","765"
"670280","Saratoga","107","30886","346"
"677000","Sunnyvale","949","152323","623"
