"geo_id","city","cases","population","rate"
"610345","Campbell","1342","42470","3160"
"617610","Cupertino","576","60614","950"
"629504","Gilroy","5171","55525","9313"
"643280","Los Altos","449","30588","1468"
"643294","Los Altos Hills","139","8517","1632"
"644112","Los Gatos","772","30922","2497"
"647766","Milpitas","2268","77457","2928"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","2319","43876","5285"
"649670","Mountain View","1924","80993","2376"
"0","Other/Unknown","3225","0",
"655282","Palo Alto","925","67019","1380"
"668000","San Jose","50996","1026658","4967"
"669084","Santa Clara","3354","126209","2657"
"670280","Saratoga","409","30886","1324"
"677000","Sunnyvale","3439","152323","2258"
