"geo_id","city","cases","population","rate"
"610345","Campbell","1463","42470","3445"
"617610","Cupertino","621","60614","1025"
"629504","Gilroy","5556","55525","10006"
"643280","Los Altos","474","30588","1550"
"643294","Los Altos Hills","155","8517","1820"
"644112","Los Gatos","819","30922","2649"
"647766","Milpitas","2487","77457","3211"
"648956","Monte Sereno","62","3492","1775"
"649278","Morgan Hill","2536","43876","5780"
"649670","Mountain View","2088","80993","2578"
"0","Other/Unknown","3514","0",
"655282","Palo Alto","988","67019","1474"
"668000","San Jose","55173","1026658","5374"
"669084","Santa Clara","3591","126209","2845"
"670280","Saratoga","431","30886","1395"
"677000","Sunnyvale","3697","152323","2427"
