"geo_id","city","cases","population","rate"
"610345","Campbell","190","42470","447"
"617610","Cupertino","77","60614","127"
"629504","Gilroy","541","55525","974"
"643280","Los Altos","68","30588","222"
"643294","Los Altos Hills","18","8517","211"
"644112","Los Gatos","78","30922","252"
"647766","Milpitas","242","77457","312"
"648956","Monte Sereno","15","3492","430"
"649278","Morgan Hill","254","43876","579"
"649670","Mountain View","202","80993","249"
"0","Other/Unknown","554","0",
"655282","Palo Alto","155","67019","231"
"668000","San Jose","6497","1026658","633"
"669084","Santa Clara","502","126209","398"
"670280","Saratoga","55","30886","178"
"677000","Sunnyvale","465","152323","305"
