"geo_id","city","cases","population","rate"
"610345","Campbell","411","42470","968"
"617610","Cupertino","138","60614","228"
"629504","Gilroy","1655","55525","2981"
"643280","Los Altos","129","30588","422"
"643294","Los Altos Hills","38","8517","446"
"644112","Los Gatos","197","30922","637"
"647766","Milpitas","614","77457","793"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","650","43876","1481"
"649670","Mountain View","633","80993","782"
"0","Other/Unknown","905","0",
"655282","Palo Alto","320","67019","477"
"668000","San Jose","15379","1026658","1498"
"669084","Santa Clara","1110","126209","879"
"670280","Saratoga","125","30886","405"
"677000","Sunnyvale","1032","152323","678"
