"geo_id","city","cases","population","rate"
"610345","Campbell","506","42470","1191"
"617610","Cupertino","182","60614","300"
"629504","Gilroy","2003","55525","3607"
"643280","Los Altos","163","30588","533"
"643294","Los Altos Hills","51","8517","599"
"644112","Los Gatos","240","30922","776"
"647766","Milpitas","755","77457","975"
"648956","Monte Sereno","28","3492","802"
"649278","Morgan Hill","830","43876","1892"
"649670","Mountain View","742","80993","916"
"0","Other/Unknown","1064","0",
"655282","Palo Alto","379","67019","566"
"668000","San Jose","19003","1026658","1851"
"669084","Santa Clara","1336","126209","1059"
"670280","Saratoga","165","30886","534"
"677000","Sunnyvale","1239","152323","813"
