"geo_id","city","cases","population","rate"
"610345","Campbell","456","42470","1074"
"617610","Cupertino","157","60614","259"
"629504","Gilroy","1768","55525","3184"
"643280","Los Altos","144","30588","471"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","216","30922","699"
"647766","Milpitas","669","77457","864"
"648956","Monte Sereno","23","3492","659"
"649278","Morgan Hill","722","43876","1646"
"649670","Mountain View","684","80993","845"
"0","Other/Unknown","979","0",
"655282","Palo Alto","344","67019","513"
"668000","San Jose","16859","1026658","1642"
"669084","Santa Clara","1206","126209","956"
"670280","Saratoga","148","30886","479"
"677000","Sunnyvale","1125","152323","739"
