"geo_id","city","cases","population","rate"
"610345","Campbell","1842","42470","4337"
"617610","Cupertino","779","60614","1285"
"629504","Gilroy","6948","55525","12513"
"643280","Los Altos","600","30588","1962"
"643294","Los Altos Hills","181","8517","2125"
"644112","Los Gatos","1034","30922","3344"
"647766","Milpitas","3178","77457","4103"
"648956","Monte Sereno","74","3492","2119"
"649278","Morgan Hill","3199","43876","7291"
"649670","Mountain View","2668","80993","3294"
"0","Other/Unknown","4151","0",
"655282","Palo Alto","1323","67019","1974"
"668000","San Jose","69653","1026658","6784"
"669084","Santa Clara","4692","126209","3718"
"670280","Saratoga","548","30886","1774"
"677000","Sunnyvale","4870","152323","3197"
