"geo_id","city","cases","population","rate"
"610345","Campbell","2046","42470","4818"
"617610","Cupertino","910","60614","1501"
"629504","Gilroy","7529","55525","13560"
"643280","Los Altos","676","30588","2210"
"643294","Los Altos Hills","235","8517","2759"
"644112","Los Gatos","1203","30922","3890"
"647766","Milpitas","3605","77457","4654"
"648956","Monte Sereno","92","3492","2635"
"649278","Morgan Hill","3595","43876","8194"
"649670","Mountain View","3022","80993","3731"
"0","Other/Unknown","4245","0",
"655282","Palo Alto","1489","67019","2222"
"668000","San Jose","77251","1026658","7525"
"669084","Santa Clara","5488","126209","4348"
"670280","Saratoga","638","30886","2066"
"677000","Sunnyvale","5514","152323","3620"
