"geo_id","city","cases","population","rate"
"610345","Campbell","371","42470","874"
"617610","Cupertino","133","60614","219"
"629504","Gilroy","1615","55525","2909"
"643280","Los Altos","125","30588","409"
"643294","Los Altos Hills","37","8517","434"
"644112","Los Gatos","188","30922","608"
"647766","Milpitas","593","77457","766"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","639","43876","1456"
"649670","Mountain View","615","80993","759"
"0","Other/Unknown","880","0",
"655282","Palo Alto","310","67019","463"
"668000","San Jose","14936","1026658","1455"
"669084","Santa Clara","1054","126209","835"
"670280","Saratoga","118","30886","382"
"677000","Sunnyvale","1011","152323","664"
