"geo_id","city","cases","population","rate"
"610345","Campbell","8268","42470","19468"
"617610","Cupertino","6600","60614","10889"
"629504","Gilroy","17929","55525","32290"
"643280","Los Altos","3803","30588","12433"
"643294","Los Altos Hills","1023","8517","12011"
"644112","Los Gatos","5738","30922","18556"
"647766","Milpitas","13860","77457","17894"
"648956","Monte Sereno","447","3492","12801"
"649278","Morgan Hill","11402","43876","25987"
"649670","Mountain View","11457","80993","14146"
"0","Other/Unknown","20049","0",
"655282","Palo Alto","8576","67019","12796"
"668000","San Jose","239130","1026658","23292"
"669084","Santa Clara","22324","126209","17688"
"670280","Saratoga","3512","30886","11371"
"677000","Sunnyvale","21935","152323","14400"
