"geo_id","city","cases","population","rate"
"610345","Campbell","1928","42470","4540"
"617610","Cupertino","819","60614","1351"
"629504","Gilroy","7352","55525","13241"
"643280","Los Altos","643","30588","2102"
"643294","Los Altos Hills","210","8517","2466"
"644112","Los Gatos","1126","30922","3641"
"647766","Milpitas","3389","77457","4375"
"648956","Monte Sereno","80","3492","2291"
"649278","Morgan Hill","3431","43876","7820"
"649670","Mountain View","2853","80993","3523"
"0","Other/Unknown","4212","0",
"655282","Palo Alto","1389","67019","2073"
"668000","San Jose","74051","1026658","7213"
"669084","Santa Clara","5058","126209","4008"
"670280","Saratoga","594","30886","1923"
"677000","Sunnyvale","5190","152323","3407"
