"geo_id","city","cases","population","rate"
"610345","Campbell","1833","42470","4316"
"617610","Cupertino","768","60614","1267"
"629504","Gilroy","6906","55525","12438"
"643280","Los Altos","594","30588","1942"
"643294","Los Altos Hills","180","8517","2113"
"644112","Los Gatos","1025","30922","3315"
"647766","Milpitas","3156","77457","4075"
"648956","Monte Sereno","74","3492","2119"
"649278","Morgan Hill","3173","43876","7232"
"649670","Mountain View","2646","80993","3267"
"0","Other/Unknown","4138","0",
"655282","Palo Alto","1310","67019","1955"
"668000","San Jose","69257","1026658","6746"
"669084","Santa Clara","4655","126209","3688"
"670280","Saratoga","545","30886","1765"
"677000","Sunnyvale","4834","152323","3174"
