"geo_id","city","cases","population","rate"
"610345","Campbell","1291","42470","3040"
"617610","Cupertino","563","60614","929"
"629504","Gilroy","5119","55525","9219"
"643280","Los Altos","442","30588","1445"
"643294","Los Altos Hills","135","8517","1585"
"644112","Los Gatos","758","30922","2451"
"647766","Milpitas","2227","77457","2875"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","2293","43876","5226"
"649670","Mountain View","1885","80993","2327"
"0","Other/Unknown","3179","0",
"655282","Palo Alto","906","67019","1352"
"668000","San Jose","50299","1026658","4899"
"669084","Santa Clara","3305","126209","2619"
"670280","Saratoga","403","30886","1305"
"677000","Sunnyvale","3372","152323","2214"
