"geo_id","city","cases","population","rate"
"610345","Campbell","3696","42470","8703"
"617610","Cupertino","2018","60614","3329"
"629504","Gilroy","10413","55525","18754"
"643280","Los Altos","1379","30588","4508"
"643294","Los Altos Hills","439","8517","5154"
"644112","Los Gatos","2368","30922","7658"
"647766","Milpitas","5839","77457","7538"
"648956","Monte Sereno","200","3492","5727"
"649278","Morgan Hill","5896","43876","13438"
"649670","Mountain View","4895","80993","6044"
"0","Other/Unknown","6713","0",
"655282","Palo Alto","2944","67019","4393"
"668000","San Jose","116835","1026658","11380"
"669084","Santa Clara","9382","126209","7434"
"670280","Saratoga","1343","30886","4348"
"677000","Sunnyvale","9191","152323","6034"
