"geo_id","city","cases","population","rate"
"610345","Campbell","523","42470","1231"
"617610","Cupertino","198","60614","327"
"629504","Gilroy","2110","55525","3800"
"643280","Los Altos","174","30588","569"
"643294","Los Altos Hills","53","8517","622"
"644112","Los Gatos","259","30922","838"
"647766","Milpitas","791","77457","1021"
"648956","Monte Sereno","31","3492","888"
"649278","Morgan Hill","866","43876","1974"
"649670","Mountain View","779","80993","962"
"0","Other/Unknown","1106","0",
"655282","Palo Alto","391","67019","583"
"668000","San Jose","19863","1026658","1935"
"669084","Santa Clara","1398","126209","1108"
"670280","Saratoga","173","30886","560"
"677000","Sunnyvale","1310","152323","860"
