"geo_id","city","cases","population","rate"
"610345","Campbell","2331","42470","5489"
"617610","Cupertino","1043","60614","1721"
"629504","Gilroy","7944","55525","14307"
"643280","Los Altos","757","30588","2475"
"643294","Los Altos Hills","260","8517","3053"
"644112","Los Gatos","1361","30922","4401"
"647766","Milpitas","3972","77457","5128"
"648956","Monte Sereno","107","3492","3064"
"649278","Morgan Hill","3946","43876","8994"
"649670","Mountain View","3323","80993","4103"
"0","Other/Unknown","4358","0",
"655282","Palo Alto","1710","67019","2552"
"668000","San Jose","83118","1026658","8096"
"669084","Santa Clara","6050","126209","4794"
"670280","Saratoga","730","30886","2364"
"677000","Sunnyvale","6084","152323","3994"
