"geo_id","city","cases","population","rate"
"610345","Campbell","945","42470","2225"
"617610","Cupertino","339","60614","559"
"629504","Gilroy","3619","55525","6518"
"643280","Los Altos","290","30588","948"
"643294","Los Altos Hills","86","8517","1010"
"644112","Los Gatos","506","30922","1636"
"647766","Milpitas","1471","77457","1899"
"648956","Monte Sereno","41","3492","1174"
"649278","Morgan Hill","1562","43876","3560"
"649670","Mountain View","1376","80993","1699"
"0","Other/Unknown","2301","0",
"655282","Palo Alto","642","67019","958"
"668000","San Jose","34532","1026658","3364"
"669084","Santa Clara","2263","126209","1793"
"670280","Saratoga","261","30886","845"
"677000","Sunnyvale","2180","152323","1431"
