"geo_id","city","cases","population","rate"
"610345","Campbell","8119","42470","19117"
"617610","Cupertino","6383","60614","10531"
"629504","Gilroy","17673","55525","31829"
"643280","Los Altos","3784","30588","12371"
"643294","Los Altos Hills","1006","8517","11812"
"644112","Los Gatos","5637","30922","18230"
"647766","Milpitas","13590","77457","17545"
"648956","Monte Sereno","442","3492","12658"
"649278","Morgan Hill","10997","43876","25064"
"649670","Mountain View","11237","80993","13874"
"0","Other/Unknown","19679","0",
"655282","Palo Alto","8352","67019","12462"
"668000","San Jose","235090","1026658","22899"
"669084","Santa Clara","21906","126209","17357"
"670280","Saratoga","3480","30886","11267"
"677000","Sunnyvale","21474","152323","14098"
