"geo_id","city","cases","population","rate"
"610345","Campbell","5525","42470","13009"
"617610","Cupertino","3569","60614","5888"
"629504","Gilroy","13862","55525","24965"
"643280","Los Altos","2184","30588","7140"
"643294","Los Altos Hills","623","8517","7315"
"644112","Los Gatos","3706","30922","11985"
"647766","Milpitas","9048","77457","11681"
"648956","Monte Sereno","314","3492","8992"
"649278","Morgan Hill","8362","43876","19058"
"649670","Mountain View","7381","80993","9113"
"0","Other/Unknown","12276","0",
"655282","Palo Alto","4753","67019","7092"
"668000","San Jose","169951","1026658","16554"
"669084","Santa Clara","14635","126209","11596"
"670280","Saratoga","2045","30886","6621"
"677000","Sunnyvale","14306","152323","9392"
