"geo_id","city","cases","population","rate"
"610345","Campbell","302","42470","711"
"617610","Cupertino","101","60614","167"
"629504","Gilroy","1260","55525","2269"
"643280","Los Altos","107","30588","350"
"643294","Los Altos Hills","27","8517","317"
"644112","Los Gatos","152","30922","492"
"647766","Milpitas","462","77457","596"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","521","43876","1187"
"649670","Mountain View","444","80993","548"
"0","Other/Unknown","775","0",
"655282","Palo Alto","245","67019","366"
"668000","San Jose","12009","1026658","1170"
"669084","Santa Clara","850","126209","673"
"670280","Saratoga","89","30886","288"
"677000","Sunnyvale","827","152323","543"
