"geo_id","city","cases","population","rate"
"610345","Campbell","1591","42470","3746"
"617610","Cupertino","674","60614","1112"
"629504","Gilroy","6031","55525","10862"
"643280","Los Altos","523","30588","1710"
"643294","Los Altos Hills","164","8517","1926"
"644112","Los Gatos","879","30922","2843"
"647766","Milpitas","2741","77457","3539"
"648956","Monte Sereno","67","3492","1919"
"649278","Morgan Hill","2764","43876","6300"
"649670","Mountain View","2294","80993","2832"
"0","Other/Unknown","3824","0",
"655282","Palo Alto","1089","67019","1625"
"668000","San Jose","60259","1026658","5869"
"669084","Santa Clara","3980","126209","3153"
"670280","Saratoga","470","30886","1522"
"677000","Sunnyvale","4116","152323","2702"
