"geo_id","city","cases","population","rate"
"610345","Campbell","256","42470","603"
"617610","Cupertino","89","60614","147"
"629504","Gilroy","951","55525","1713"
"643280","Los Altos","82","30588","268"
"643294","Los Altos Hills","23","8517","270"
"644112","Los Gatos","121","30922","391"
"647766","Milpitas","382","77457","493"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","424","43876","966"
"649670","Mountain View","327","80993","404"
"0","Other/Unknown","690","0",
"655282","Palo Alto","198","67019","295"
"668000","San Jose","9862","1026658","961"
"669084","Santa Clara","711","126209","563"
"670280","Saratoga","72","30886","233"
"677000","Sunnyvale","667","152323","438"
