"geo_id","city","cases","population","rate"
"610345","Campbell","479","42470","1128"
"617610","Cupertino","166","60614","274"
"629504","Gilroy","1848","55525","3328"
"643280","Los Altos","154","30588","503"
"643294","Los Altos Hills","46","8517","540"
"644112","Los Gatos","225","30922","728"
"647766","Milpitas","713","77457","921"
"648956","Monte Sereno","24","3492","687"
"649278","Morgan Hill","764","43876","1741"
"649670","Mountain View","702","80993","867"
"0","Other/Unknown","1043","0",
"655282","Palo Alto","352","67019","525"
"668000","San Jose","17648","1026658","1719"
"669084","Santa Clara","1260","126209","998"
"670280","Saratoga","157","30886","508"
"677000","Sunnyvale","1166","152323","765"
