"geo_id","city","cases","population","rate"
"610345","Campbell","2552","42470","6009"
"617610","Cupertino","1120","60614","1848"
"629504","Gilroy","8395","55525","15119"
"643280","Los Altos","811","30588","2651"
"643294","Los Altos Hills","274","8517","3217"
"644112","Los Gatos","1519","30922","4912"
"647766","Milpitas","4209","77457","5434"
"648956","Monte Sereno","122","3492","3494"
"649278","Morgan Hill","4342","43876","9896"
"649670","Mountain View","3558","80993","4393"
"0","Other/Unknown","4585","0",
"655282","Palo Alto","1870","67019","2790"
"668000","San Jose","88532","1026658","8623"
"669084","Santa Clara","6545","126209","5186"
"670280","Saratoga","788","30886","2551"
"677000","Sunnyvale","6510","152323","4274"
