"geo_id","city","cases","population","rate"
"610345","Campbell","201","42470","473"
"617610","Cupertino","81","60614","134"
"629504","Gilroy","654","55525","1178"
"643280","Los Altos","76","30588","248"
"643294","Los Altos Hills","20","8517","235"
"644112","Los Gatos","79","30922","255"
"647766","Milpitas","282","77457","364"
"648956","Monte Sereno","15","3492","430"
"649278","Morgan Hill","293","43876","668"
"649670","Mountain View","232","80993","286"
"0","Other/Unknown","604","0",
"655282","Palo Alto","172","67019","257"
"668000","San Jose","7494","1026658","730"
"669084","Santa Clara","556","126209","441"
"670280","Saratoga","58","30886","188"
"677000","Sunnyvale","519","152323","341"
