"geo_id","city","cases","population","rate"
"610345","Campbell","426","42470","1003"
"617610","Cupertino","144","60614","238"
"629504","Gilroy","1697","55525","3056"
"643280","Los Altos","131","30588","428"
"643294","Los Altos Hills","39","8517","458"
"644112","Los Gatos","205","30922","663"
"647766","Milpitas","628","77457","811"
"648956","Monte Sereno","20","3492","573"
"649278","Morgan Hill","662","43876","1509"
"649670","Mountain View","648","80993","800"
"0","Other/Unknown","943","0",
"655282","Palo Alto","328","67019","489"
"668000","San Jose","15817","1026658","1541"
"669084","Santa Clara","1144","126209","906"
"670280","Saratoga","131","30886","424"
"677000","Sunnyvale","1051","152323","690"
