"geo_id","city","cases","population","rate"
"610345","Campbell","375","42470","883"
"617610","Cupertino","136","60614","224"
"629504","Gilroy","1619","55525","2916"
"643280","Los Altos","126","30588","412"
"643294","Los Altos Hills","37","8517","434"
"644112","Los Gatos","191","30922","618"
"647766","Milpitas","599","77457","773"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","642","43876","1463"
"649670","Mountain View","620","80993","765"
"0","Other/Unknown","880","0",
"655282","Palo Alto","314","67019","469"
"668000","San Jose","15039","1026658","1465"
"669084","Santa Clara","1069","126209","847"
"670280","Saratoga","120","30886","389"
"677000","Sunnyvale","1015","152323","666"
