"geo_id","city","cases","population","rate"
"610345","Campbell","566","42470","1333"
"617610","Cupertino","215","60614","355"
"629504","Gilroy","2263","55525","4076"
"643280","Los Altos","184","30588","602"
"643294","Los Altos Hills","58","8517","681"
"644112","Los Gatos","293","30922","948"
"647766","Milpitas","834","77457","1077"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","921","43876","2099"
"649670","Mountain View","835","80993","1031"
"0","Other/Unknown","1229","0",
"655282","Palo Alto","407","67019","607"
"668000","San Jose","21155","1026658","2061"
"669084","Santa Clara","1478","126209","1171"
"670280","Saratoga","186","30886","602"
"677000","Sunnyvale","1395","152323","916"
