"geo_id","city","cases","population","rate"
"610345","Campbell","2025","42470","4768"
"617610","Cupertino","888","60614","1465"
"629504","Gilroy","7496","55525","13500"
"643280","Los Altos","665","30588","2174"
"643294","Los Altos Hills","229","8517","2689"
"644112","Los Gatos","1193","30922","3858"
"647766","Milpitas","3561","77457","4597"
"648956","Monte Sereno","92","3492","2635"
"649278","Morgan Hill","3576","43876","8150"
"649670","Mountain View","2984","80993","3684"
"0","Other/Unknown","4235","0",
"655282","Palo Alto","1473","67019","2198"
"668000","San Jose","76735","1026658","7474"
"669084","Santa Clara","5432","126209","4304"
"670280","Saratoga","628","30886","2033"
"677000","Sunnyvale","5466","152323","3588"
