"geo_id","city","cases","population","rate"
"610345","Campbell","858","42470","2020"
"617610","Cupertino","304","60614","502"
"629504","Gilroy","3363","55525","6057"
"643280","Los Altos","258","30588","843"
"643294","Los Altos Hills","78","8517","916"
"644112","Los Gatos","463","30922","1497"
"647766","Milpitas","1335","77457","1724"
"648956","Monte Sereno","40","3492","1145"
"649278","Morgan Hill","1467","43876","3344"
"649670","Mountain View","1300","80993","1605"
"0","Other/Unknown","1970","0",
"655282","Palo Alto","592","67019","883"
"668000","San Jose","31606","1026658","3079"
"669084","Santa Clara","2128","126209","1686"
"670280","Saratoga","249","30886","806"
"677000","Sunnyvale","2004","152323","1316"
