"geo_id","city","cases","population","rate"
"610345","Campbell","1608","42470","3786"
"617610","Cupertino","680","60614","1122"
"629504","Gilroy","6090","55525","10968"
"643280","Los Altos","530","30588","1733"
"643294","Los Altos Hills","164","8517","1926"
"644112","Los Gatos","884","30922","2859"
"647766","Milpitas","2766","77457","3571"
"648956","Monte Sereno","68","3492","1947"
"649278","Morgan Hill","2791","43876","6361"
"649670","Mountain View","2329","80993","2876"
"0","Other/Unknown","3856","0",
"655282","Palo Alto","1107","67019","1652"
"668000","San Jose","61082","1026658","5950"
"669084","Santa Clara","4023","126209","3188"
"670280","Saratoga","473","30886","1531"
"677000","Sunnyvale","4174","152323","2740"
