"geo_id","city","cases","population","rate"
"610345","Campbell","1715","42470","4038"
"617610","Cupertino","716","60614","1181"
"629504","Gilroy","6521","55525","11744"
"643280","Los Altos","550","30588","1798"
"643294","Los Altos Hills","172","8517","2019"
"644112","Los Gatos","945","30922","3056"
"647766","Milpitas","2970","77457","3834"
"648956","Monte Sereno","71","3492","2033"
"649278","Morgan Hill","2950","43876","6723"
"649670","Mountain View","2460","80993","3037"
"0","Other/Unknown","4004","0",
"655282","Palo Alto","1234","67019","1841"
"668000","San Jose","65480","1026658","6378"
"669084","Santa Clara","4351","126209","3447"
"670280","Saratoga","510","30886","1651"
"677000","Sunnyvale","4525","152323","2971"
