"geo_id","city","cases","population","rate"
"610345","Campbell","2873","42470","6765"
"617610","Cupertino","1316","60614","2171"
"629504","Gilroy","9008","55525","16223"
"643280","Los Altos","935","30588","3057"
"643294","Los Altos Hills","315","8517","3698"
"644112","Los Gatos","1758","30922","5685"
"647766","Milpitas","4587","77457","5922"
"648956","Monte Sereno","144","3492","4124"
"649278","Morgan Hill","4884","43876","11131"
"649670","Mountain View","3878","80993","4788"
"0","Other/Unknown","5078","0",
"655282","Palo Alto","2119","67019","3162"
"668000","San Jose","96876","1026658","9436"
"669084","Santa Clara","7288","126209","5775"
"670280","Saratoga","928","30886","3005"
"677000","Sunnyvale","7249","152323","4759"
