"geo_id","city","cases","population","rate"
"610345","Campbell","328","42470","772"
"617610","Cupertino","110","60614","181"
"629504","Gilroy","1398","55525","2518"
"643280","Los Altos","117","30588","383"
"643294","Los Altos Hills","31","8517","364"
"644112","Los Gatos","161","30922","521"
"647766","Milpitas","506","77457","653"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","580","43876","1322"
"649670","Mountain View","541","80993","668"
"0","Other/Unknown","804","0",
"655282","Palo Alto","269","67019","401"
"668000","San Jose","13112","1026658","1277"
"669084","Santa Clara","918","126209","727"
"670280","Saratoga","107","30886","346"
"677000","Sunnyvale","890","152323","584"
