"geo_id","city","cases","population","rate"
"610345","Campbell","1250","42470","2943"
"617610","Cupertino","541","60614","893"
"629504","Gilroy","4968","55525","8947"
"643280","Los Altos","422","30588","1380"
"643294","Los Altos Hills","126","8517","1479"
"644112","Los Gatos","728","30922","2354"
"647766","Milpitas","2119","77457","2736"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","2197","43876","5007"
"649670","Mountain View","1815","80993","2241"
"0","Other/Unknown","3114","0",
"655282","Palo Alto","883","67019","1318"
"668000","San Jose","48454","1026658","4720"
"669084","Santa Clara","3192","126209","2529"
"670280","Saratoga","389","30886","1259"
"677000","Sunnyvale","3237","152323","2125"
