"geo_id","city","cases","population","rate"
"610345","Campbell","651","42470","1533"
"617610","Cupertino","251","60614","414"
"629504","Gilroy","2538","55525","4571"
"643280","Los Altos","221","30588","723"
"643294","Los Altos Hills","66","8517","775"
"644112","Los Gatos","365","30922","1180"
"647766","Milpitas","957","77457","1236"
"648956","Monte Sereno","31","3492","888"
"649278","Morgan Hill","1091","43876","2487"
"649670","Mountain View","1025","80993","1266"
"0","Other/Unknown","1491","0",
"655282","Palo Alto","460","67019","686"
"668000","San Jose","24070","1026658","2345"
"669084","Santa Clara","1665","126209","1319"
"670280","Saratoga","204","30886","660"
"677000","Sunnyvale","1587","152323","1042"
