"geo_id","city","cases","population","rate"
"610345","Campbell","451","42470","1062"
"617610","Cupertino","153","60614","252"
"629504","Gilroy","1758","55525","3166"
"643280","Los Altos","137","30588","448"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","213","30922","689"
"647766","Milpitas","658","77457","850"
"648956","Monte Sereno","23","3492","659"
"649278","Morgan Hill","706","43876","1609"
"649670","Mountain View","671","80993","828"
"0","Other/Unknown","974","0",
"655282","Palo Alto","345","67019","515"
"668000","San Jose","16575","1026658","1614"
"669084","Santa Clara","1185","126209","939"
"670280","Saratoga","143","30886","463"
"677000","Sunnyvale","1104","152323","725"
