"geo_id","city","cases","population","rate"
"610345","Campbell","6287","42470","14803"
"617610","Cupertino","4142","60614","6833"
"629504","Gilroy","15265","55525","27492"
"643280","Los Altos","2469","30588","8072"
"643294","Los Altos Hills","699","8517","8207"
"644112","Los Gatos","4254","30922","13757"
"647766","Milpitas","10247","77457","13229"
"648956","Monte Sereno","345","3492","9880"
"649278","Morgan Hill","9464","43876","21570"
"649670","Mountain View","8297","80993","10244"
"0","Other/Unknown","15077","0",
"655282","Palo Alto","5423","67019","8092"
"668000","San Jose","189205","1026658","18429"
"669084","Santa Clara","16768","126209","13286"
"670280","Saratoga","2342","30886","7583"
"677000","Sunnyvale","16189","152323","10628"
