"geo_id","city","cases","population","rate"
"610345","Campbell","484","42470","1140"
"617610","Cupertino","177","60614","292"
"629504","Gilroy","1878","55525","3382"
"643280","Los Altos","157","30588","513"
"643294","Los Altos Hills","47","8517","552"
"644112","Los Gatos","228","30922","737"
"647766","Milpitas","725","77457","936"
"648956","Monte Sereno","24","3492","687"
"649278","Morgan Hill","784","43876","1787"
"649670","Mountain View","708","80993","874"
"0","Other/Unknown","1041","0",
"655282","Palo Alto","363","67019","542"
"668000","San Jose","18057","1026658","1759"
"669084","Santa Clara","1283","126209","1017"
"670280","Saratoga","158","30886","512"
"677000","Sunnyvale","1185","152323","778"
