"geo_id","city","cases","population","rate"
"610345","Campbell","299","42470","704"
"617610","Cupertino","100","60614","165"
"629504","Gilroy","1162","55525","2093"
"643280","Los Altos","95","30588","311"
"643294","Los Altos Hills","27","8517","317"
"644112","Los Gatos","143","30922","462"
"647766","Milpitas","447","77457","577"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","501","43876","1142"
"649670","Mountain View","416","80993","514"
"0","Other/Unknown","743","0",
"655282","Palo Alto","239","67019","357"
"668000","San Jose","11582","1026658","1128"
"669084","Santa Clara","825","126209","654"
"670280","Saratoga","87","30886","282"
"677000","Sunnyvale","782","152323","513"
