"geo_id","city","cases","population","rate"
"610345","Campbell","1477","42470","3478"
"617610","Cupertino","627","60614","1034"
"629504","Gilroy","5644","55525","10165"
"643280","Los Altos","479","30588","1566"
"643294","Los Altos Hills","154","8517","1808"
"644112","Los Gatos","823","30922","2662"
"647766","Milpitas","2514","77457","3246"
"648956","Monte Sereno","62","3492","1775"
"649278","Morgan Hill","2574","43876","5867"
"649670","Mountain View","2110","80993","2605"
"0","Other/Unknown","3539","0",
"655282","Palo Alto","999","67019","1491"
"668000","San Jose","55880","1026658","5443"
"669084","Santa Clara","3646","126209","2889"
"670280","Saratoga","435","30886","1408"
"677000","Sunnyvale","3763","152323","2470"
