"geo_id","city","cases","population","rate"
"610345","Campbell","8952","42470","21078"
"617610","Cupertino","7407","60614","12220"
"629504","Gilroy","19178","55525","34539"
"643280","Los Altos","4400","30588","14385"
"643294","Los Altos Hills","1108","8517","13009"
"644112","Los Gatos","6174","30922","19966"
"647766","Milpitas","15137","77457","19542"
"648956","Monte Sereno","261","3492","7474"
"649278","Morgan Hill","12550","43876","28603"
"649670","Mountain View","12520","80993","15458"
"0","Other/Unknown","21372","0",
"655282","Palo Alto","9670","67019","14429"
"668000","San Jose","258351","1026658","25164"
"669084","Santa Clara","24412","126209","19343"
"670280","Saratoga","4011","30886","12986"
"677000","Sunnyvale","24104","152323","15824"
