"geo_id","city","cases","population","rate"
"610345","Campbell","400","42470","942"
"617610","Cupertino","138","60614","228"
"629504","Gilroy","1649","55525","2970"
"643280","Los Altos","128","30588","418"
"643294","Los Altos Hills","37","8517","434"
"644112","Los Gatos","196","30922","634"
"647766","Milpitas","613","77457","791"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","647","43876","1475"
"649670","Mountain View","628","80993","775"
"0","Other/Unknown","895","0",
"655282","Palo Alto","320","67019","477"
"668000","San Jose","15305","1026658","1491"
"669084","Santa Clara","1099","126209","871"
"670280","Saratoga","123","30886","398"
"677000","Sunnyvale","1027","152323","674"
