"geo_id","city","cases","population","rate"
"610345","Campbell","4483","42470","10556"
"617610","Cupertino","2719","60614","4486"
"629504","Gilroy","11541","55525","20785"
"643280","Los Altos","1770","30588","5787"
"643294","Los Altos Hills","529","8517","6211"
"644112","Los Gatos","3016","30922","9754"
"647766","Milpitas","7175","77457","9263"
"648956","Monte Sereno","259","3492","7417"
"649278","Morgan Hill","6747","43876","15377"
"649670","Mountain View","5912","80993","7299"
"0","Other/Unknown","8881","0",
"655282","Palo Alto","3664","67019","5467"
"668000","San Jose","137728","1026658","13415"
"669084","Santa Clara","11342","126209","8987"
"670280","Saratoga","1670","30886","5407"
"677000","Sunnyvale","11224","152323","7369"
