"geo_id","city","cases","population","rate"
"610345","Campbell","1920","42470","4521"
"617610","Cupertino","818","60614","1350"
"629504","Gilroy","7340","55525","13219"
"643280","Los Altos","642","30588","2099"
"643294","Los Altos Hills","209","8517","2454"
"644112","Los Gatos","1119","30922","3619"
"647766","Milpitas","3377","77457","4360"
"648956","Monte Sereno","80","3492","2291"
"649278","Morgan Hill","3422","43876","7799"
"649670","Mountain View","2849","80993","3518"
"0","Other/Unknown","4213","0",
"655282","Palo Alto","1385","67019","2067"
"668000","San Jose","73847","1026658","7193"
"669084","Santa Clara","5040","126209","3993"
"670280","Saratoga","595","30886","1926"
"677000","Sunnyvale","5180","152323","3401"
