"geo_id","city","cases","population","rate"
"610345","Campbell","581","42470","1368"
"617610","Cupertino","219","60614","361"
"629504","Gilroy","2350","55525","4232"
"643280","Los Altos","194","30588","634"
"643294","Los Altos Hills","60","8517","704"
"644112","Los Gatos","299","30922","967"
"647766","Milpitas","860","77457","1110"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","955","43876","2177"
"649670","Mountain View","882","80993","1089"
"0","Other/Unknown","1375","0",
"655282","Palo Alto","412","67019","615"
"668000","San Jose","21632","1026658","2107"
"669084","Santa Clara","1514","126209","1200"
"670280","Saratoga","194","30886","628"
"677000","Sunnyvale","1428","152323","937"
