"geo_id","city","cases","population","rate"
"610345","Campbell","8521","42470","20064"
"617610","Cupertino","6892","60614","11370"
"629504","Gilroy","18411","55525","33158"
"643280","Los Altos","4123","30588","13479"
"643294","Los Altos Hills","1059","8517","12434"
"644112","Los Gatos","5895","30922","19064"
"647766","Milpitas","14343","77457","18517"
"648956","Monte Sereno","246","3492","7045"
"649278","Morgan Hill","12004","43876","27359"
"649670","Mountain View","11821","80993","14595"
"0","Other/Unknown","19969","0",
"655282","Palo Alto","8958","67019","13366"
"668000","San Jose","246196","1026658","23980"
"669084","Santa Clara","23077","126209","18285"
"670280","Saratoga","3815","30886","12352"
"677000","Sunnyvale","22747","152323","14933"
