"geo_id","city","cases","population","rate"
"610345","Campbell","181","42470","426"
"617610","Cupertino","68","60614","112"
"629504","Gilroy","478","55525","861"
"643280","Los Altos","66","30588","216"
"643294","Los Altos Hills","17","8517","200"
"644112","Los Gatos","76","30922","246"
"647766","Milpitas","217","77457","280"
"648956","Monte Sereno","15","3492","430"
"649278","Morgan Hill","226","43876","515"
"649670","Mountain View","195","80993","241"
"0","Other/Unknown","551","0",
"655282","Palo Alto","148","67019","221"
"668000","San Jose","5844","1026658","569"
"669084","Santa Clara","467","126209","370"
"670280","Saratoga","56","30886","181"
"677000","Sunnyvale","436","152323","286"
