"geo_id","city","cases","population","rate"
"610345","Campbell","1904","42470","4483"
"617610","Cupertino","815","60614","1345"
"629504","Gilroy","7291","55525","13131"
"643280","Los Altos","634","30588","2073"
"643294","Los Altos Hills","204","8517","2395"
"644112","Los Gatos","1102","30922","3564"
"647766","Milpitas","3356","77457","4333"
"648956","Monte Sereno","78","3492","2234"
"649278","Morgan Hill","3384","43876","7713"
"649670","Mountain View","2805","80993","3463"
"0","Other/Unknown","4214","0",
"655282","Palo Alto","1360","67019","2029"
"668000","San Jose","73068","1026658","7117"
"669084","Santa Clara","4980","126209","3946"
"670280","Saratoga","586","30886","1897"
"677000","Sunnyvale","5130","152323","3368"
