"geo_id","city","cases","population","rate"
"610345","Campbell","308","42470","725"
"617610","Cupertino","100","60614","165"
"629504","Gilroy","1288","55525","2320"
"643280","Los Altos","107","30588","350"
"643294","Los Altos Hills","29","8517","340"
"644112","Los Gatos","157","30922","508"
"647766","Milpitas","480","77457","620"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","533","43876","1215"
"649670","Mountain View","469","80993","579"
"0","Other/Unknown","802","0",
"655282","Palo Alto","247","67019","369"
"668000","San Jose","12266","1026658","1195"
"669084","Santa Clara","869","126209","689"
"670280","Saratoga","95","30886","308"
"677000","Sunnyvale","842","152323","553"
