"geo_id","city","cases","population","rate"
"610345","Campbell","261","42470","615"
"617610","Cupertino","89","60614","147"
"629504","Gilroy","967","55525","1742"
"643280","Los Altos","82","30588","268"
"643294","Los Altos Hills","23","8517","270"
"644112","Los Gatos","120","30922","388"
"647766","Milpitas","389","77457","502"
"648956","Monte Sereno","17","3492","487"
"649278","Morgan Hill","428","43876","975"
"649670","Mountain View","336","80993","415"
"0","Other/Unknown","689","0",
"655282","Palo Alto","200","67019","298"
"668000","San Jose","10012","1026658","975"
"669084","Santa Clara","720","126209","570"
"670280","Saratoga","73","30886","236"
"677000","Sunnyvale","679","152323","446"
