"geo_id","city","cases","population","rate"
"610345","Campbell","203","42470","478"
"617610","Cupertino","81","60614","134"
"629504","Gilroy","682","55525","1228"
"643280","Los Altos","78","30588","255"
"643294","Los Altos Hills","20","8517","235"
"644112","Los Gatos","80","30922","259"
"647766","Milpitas","297","77457","383"
"648956","Monte Sereno","16","3492","458"
"649278","Morgan Hill","315","43876","718"
"649670","Mountain View","243","80993","300"
"0","Other/Unknown","612","0",
"655282","Palo Alto","174","67019","260"
"668000","San Jose","7717","1026658","752"
"669084","Santa Clara","575","126209","456"
"670280","Saratoga","59","30886","191"
"677000","Sunnyvale","535","152323","351"
