"geo_id","city","cases","population","rate"
"610345","Campbell","2630","42470","6193"
"617610","Cupertino","1153","60614","1902"
"629504","Gilroy","8541","55525","15382"
"643280","Los Altos","844","30588","2759"
"643294","Los Altos Hills","284","8517","3335"
"644112","Los Gatos","1567","30922","5068"
"647766","Milpitas","4312","77457","5567"
"648956","Monte Sereno","125","3492","3580"
"649278","Morgan Hill","4466","43876","10179"
"649670","Mountain View","3651","80993","4508"
"0","Other/Unknown","4715","0",
"655282","Palo Alto","1934","67019","2886"
"668000","San Jose","90749","1026658","8839"
"669084","Santa Clara","6774","126209","5367"
"670280","Saratoga","826","30886","2674"
"677000","Sunnyvale","6723","152323","4414"
