"geo_id","city","cases","population","rate"
"610345","Campbell","6663","42470","15689"
"617610","Cupertino","4611","60614","7607"
"629504","Gilroy","15654","55525","28193"
"643280","Los Altos","2815","30588","9203"
"643294","Los Altos Hills","785","8517","9217"
"644112","Los Gatos","4573","30922","14789"
"647766","Milpitas","10853","77457","14012"
"648956","Monte Sereno","369","3492","10567"
"649278","Morgan Hill","9835","43876","22415"
"649670","Mountain View","8910","80993","11001"
"0","Other/Unknown","16074","0",
"655282","Palo Alto","6161","67019","9193"
"668000","San Jose","196991","1026658","19188"
"669084","Santa Clara","17819","126209","14119"
"670280","Saratoga","2596","30886","8405"
"677000","Sunnyvale","17197","152323","11290"
