"geo_id","city","cases","population","rate"
"610345","Campbell","7724","42470","18187"
"617610","Cupertino","5988","60614","9879"
"629504","Gilroy","16948","55525","30523"
"643280","Los Altos","3678","30588","12024"
"643294","Los Altos Hills","955","8517","11213"
"644112","Los Gatos","5371","30922","17370"
"647766","Milpitas","12895","77457","16648"
"648956","Monte Sereno","436","3492","12486"
"649278","Morgan Hill","10973","43876","25009"
"649670","Mountain View","10675","80993","13180"
"0","Other/Unknown","18315","0",
"655282","Palo Alto","7849","67019","11712"
"668000","San Jose","223317","1026658","21752"
"669084","Santa Clara","20759","126209","16448"
"670280","Saratoga","3397","30886","10999"
"677000","Sunnyvale","20406","152323","13397"
