"geo_id","city","cases","population","rate"
"610345","Campbell","681","42470","1603"
"617610","Cupertino","260","60614","429"
"629504","Gilroy","2662","55525","4794"
"643280","Los Altos","225","30588","736"
"643294","Los Altos Hills","68","8517","798"
"644112","Los Gatos","379","30922","1226"
"647766","Milpitas","1003","77457","1295"
"648956","Monte Sereno","32","3492","916"
"649278","Morgan Hill","1160","43876","2644"
"649670","Mountain View","1065","80993","1315"
"0","Other/Unknown","1566","0",
"655282","Palo Alto","469","67019","700"
"668000","San Jose","25207","1026658","2455"
"669084","Santa Clara","1745","126209","1383"
"670280","Saratoga","212","30886","686"
"677000","Sunnyvale","1654","152323","1086"
