"geo_id","city","cases","population","rate"
"610345","Campbell","1113","42470","2621"
"617610","Cupertino","486","60614","802"
"629504","Gilroy","4466","55525","8043"
"643280","Los Altos","386","30588","1262"
"643294","Los Altos Hills","97","8517","1139"
"644112","Los Gatos","623","30922","2015"
"647766","Milpitas","1836","77457","2370"
"648956","Monte Sereno","58","3492","1661"
"649278","Morgan Hill","1938","43876","4417"
"649670","Mountain View","1633","80993","2016"
"0","Other/Unknown","2719","0",
"655282","Palo Alto","783","67019","1168"
"668000","San Jose","42893","1026658","4178"
"669084","Santa Clara","2780","126209","2203"
"670280","Saratoga","348","30886","1127"
"677000","Sunnyvale","2814","152323","1847"
