"geo_id","city","cases","population","rate"
"610345","Campbell","461","42470","1085"
"617610","Cupertino","158","60614","261"
"629504","Gilroy","1801","55525","3244"
"643280","Los Altos","146","30588","477"
"643294","Los Altos Hills","43","8517","505"
"644112","Los Gatos","217","30922","702"
"647766","Milpitas","687","77457","887"
"648956","Monte Sereno","23","3492","659"
"649278","Morgan Hill","736","43876","1677"
"649670","Mountain View","689","80993","851"
"0","Other/Unknown","1011","0",
"655282","Palo Alto","348","67019","519"
"668000","San Jose","17053","1026658","1661"
"669084","Santa Clara","1220","126209","967"
"670280","Saratoga","151","30886","489"
"677000","Sunnyvale","1139","152323","748"
