"geo_id","city","cases","population","rate"
"610345","Campbell","8914","42470","20989"
"617610","Cupertino","7365","60614","12151"
"629504","Gilroy","19126","55525","34446"
"643280","Los Altos","4377","30588","14310"
"643294","Los Altos Hills","1099","8517","12904"
"644112","Los Gatos","6142","30922","19863"
"647766","Milpitas","15069","77457","19455"
"648956","Monte Sereno","262","3492","7503"
"649278","Morgan Hill","12503","43876","28496"
"649670","Mountain View","12460","80993","15384"
"0","Other/Unknown","21274","0",
"655282","Palo Alto","9606","67019","14333"
"668000","San Jose","257319","1026658","25064"
"669084","Santa Clara","24291","126209","19247"
"670280","Saratoga","3997","30886","12941"
"677000","Sunnyvale","23988","152323","15748"
